A valid repository for "Hatchelorette" could not be found in the following locations:
Hatchelorette
C:\Users\Jeff/.cookiecutters/Hatchelorette
         336164 function calls (327325 primitive calls) in 2.969 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 socks.py:57(ProxyError)
        1    0.000    0.000    0.000    0.000 socks.py:70(GeneralProxyError)
        1    0.000    0.000    0.000    0.000 socks.py:74(ProxyConnectionError)
        1    0.000    0.000    0.000    0.000 socks.py:78(SOCKS5AuthError)
        1    0.000    0.000    0.000    0.000 socks.py:82(SOCKS5Error)
        1    0.000    0.000    0.000    0.000 socks.py:86(SOCKS4Error)
        1    0.000    0.000    0.000    0.000 socks.py:90(HTTPError)
        1    0.000    0.000    0.000    0.000 socks.py:214(_BaseSocket)
        6    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        6    0.000    0.000    0.000    0.000 :0(_abc_instancecheck)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:553(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        1    0.000    0.000    0.000    0.000 socks.py:75(_TYPE_SOCKS_OPTIONS)
        1    0.000    0.000    0.000    0.000 socks.py:84(SOCKSConnection)
        1    0.000    0.000    0.000    0.000 socks.py:161(SOCKSHTTPSConnection)
        1    0.000    0.000    0.000    0.000 socks.py:165(SOCKSHTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 socks.py:169(SOCKSHTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 socks.py:173(SOCKSProxyManager)
        1    0.000    0.000    0.000    0.000 ssl_.py:225(create_urllib3_context)
        1    0.000    0.000    0.000    0.000 ssl.py:430(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        1    0.000    0.000    0.000    0.000 ssl.py:555(options)
        1    0.000    0.000    0.000    0.000 ssl.py:559(options)
        1    0.000    0.000    0.000    0.000 ssl.py:661(verify_flags)
        1    0.000    0.000    0.000    0.000 ssl.py:665(verify_flags)
        1    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        1    0.000    0.000    0.000    0.000 ssl.py:569(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        2    0.000    0.000    0.000    0.000 :0(_path_exists)
        1    0.000    0.000    0.000    0.000 adapters.py:137(BaseAdapter)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 main.py:200(_patch_import_path_for_repo)
        1    0.000    0.000    0.000    0.000 decorators.py:168(command)
        1    0.000    0.000    0.000    0.000 cli.py:27(version_msg)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:261(dirname)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:222(split)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 decorators.py:421(version_option)
        6    0.000    0.000    0.000    0.000 gettext.py:627(gettext)
        6    0.000    0.000    0.000    0.000 gettext.py:587(dgettext)
        6    0.000    0.000    0.000    0.000 gettext.py:528(translation)
        6    0.000    0.000    0.000    0.000 gettext.py:488(find)
        6    0.000    0.000    0.000    0.000 gettext.py:231(_expand_lang)
        6    0.000    0.000    0.000    0.000 locale.py:381(normalize)
        6    0.000    0.000    0.000    0.000 :0(reverse)
       17    0.000    0.000    0.000    0.000 decorators.py:352(option)
        2    0.000    0.000    0.000    0.000 decorators.py:324(argument)
        4    0.000    0.000    0.000    0.000 types.py:870(__init__)
        1    0.000    0.000    0.000    0.000 types.py:258(__init__)
       17    0.000    0.000    0.000    0.000 decorators.py:373(decorator)
       17    0.000    0.000    0.000    0.000 core.py:2533(__init__)
       17    0.000    0.000    0.000    0.000 inspect.py:891(cleandoc)
       17    0.000    0.000    0.000    0.000 :0(expandtabs)
       19    0.000    0.000    0.000    0.000 core.py:2076(__init__)
       17    0.000    0.000    0.000    0.000 core.py:2683(_parse_decls)
       50    0.000    0.000    0.000    0.000 parser.py:112(_split_opt)
       50    0.000    0.000    0.000    0.000 :0(isalnum)
       25    0.000    0.000    0.000    0.000 core.py:2717(<lambda>)
       29    0.000    0.000    0.000    0.000 types.py:1068(convert_type)
       19    0.000    0.000    0.000    0.000 decorators.py:314(_param_memo)
        2    0.000    0.000    0.000    0.000 decorators.py:345(decorator)
        2    0.000    0.000    0.000    0.000 core.py:3046(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3087(_parse_decls)
        1    0.000    0.000    0.000    0.000 decorators.py:217(decorator)
        1    0.000    0.000    0.000    0.000 core.py:905(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:578(_expand_args)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:403(expandvars)
        2    0.000    0.000    0.000    0.000 glob.py:16(glob)
        2    0.000    0.000    0.000    0.000 glob.py:34(iglob)
        4    0.000    0.000    0.000    0.000 :0(audit)
        2    0.000    0.000    0.000    0.000 glob.py:243(_isrecursive)
        2    0.000    0.000    0.000    0.000 glob.py:63(_iglob)
        2    0.000    0.000    0.000    0.000 glob.py:233(has_magic)
        2    0.000    0.000    0.000    0.000 glob.py:224(_join)
        2    0.000    0.000    0.000    0.000 glob.py:202(_lexists)
        2    0.000    0.000    0.000    0.000 :0(_path_lexists)
        1    0.000    0.000    0.000    0.000 core.py:1408(_main_shell_completion)
        1    0.000    0.000    0.000    0.000 core.py:1152(make_context)
        1    0.000    0.000    0.000    0.000 core.py:272(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:485(__init__)
        2    0.000    0.000    0.000    0.000 core.py:491(scope)
        3    0.000    0.000    0.000    0.000 core.py:475(__enter__)
        3    0.000    0.000    0.000    0.000 globals.py:44(push_context)
        1    0.000    0.000    0.000    0.000 core.py:1189(parse_args)
        1    0.000    0.000    0.000    0.000 core.py:1051(make_parser)
        1    0.000    0.000    0.000    0.000 parser.py:239(__init__)
        2    0.000    0.000    0.000    0.000 core.py:972(get_params)
        2    0.000    0.000    0.000    0.000 core.py:1024(get_help_option)
        2    0.000    0.000    0.000    0.000 core.py:1016(get_help_option_names)
       72    0.000    0.000    0.000    0.000 :0(difference_update)
        1    0.000    0.000    0.000    0.000 decorators.py:527(help_option)
        2    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:673(update)
        2    0.000    0.000    0.000    0.000 :0(_count_elements)
        2    0.000    0.000    0.000    0.000 core.py:984(<genexpr>)
       17    0.000    0.000    0.000    0.000 core.py:2738(add_to_parser)
       17    0.000    0.000    0.000    0.000 parser.py:263(add_option)
       26    0.000    0.000    0.000    0.000 parser.py:121(_normalize_opt)
       17    0.000    0.000    0.000    0.000 parser.py:129(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3110(add_to_parser)
        2    0.000    0.000    0.000    0.000 parser.py:288(add_argument)
        2    0.000    0.000    0.000    0.000 parser.py:183(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:296(parse_args)
        1    0.000    0.000    0.000    0.000 parser.py:215(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:325(_process_args_for_options)
        1    0.000    0.000    0.000    0.000 parser.py:469(_process_opts)
        1    0.000    0.000    0.000    0.000 parser.py:361(_match_long_opt)
        1    0.000    0.000    0.000    0.000 parser.py:162(takes_value)
        1    0.000    0.000    0.000    0.000 parser.py:166(process)
        1    0.000    0.000    0.000    0.000 parser.py:314(_process_args_for_args)
        1    0.000    0.000    0.000    0.000 parser.py:52(_unpack_args)
        3    0.000    0.000    0.000    0.000 parser.py:69(_fetch)
        3    0.000    0.000    0.000    0.000 :0(popleft)
        2    0.000    0.000    0.000    0.000 parser.py:188(process)
        1    0.000    0.000    0.000    0.000 core.py:115(iter_params_for_processing)
       19    0.000    0.000    0.000    0.000 core.py:131(sort_key)
       16    0.000    0.000    0.000    0.000 core.py:2193(__repr__)
       19    0.000    0.000    0.000    0.000 core.py:2385(handle_parse_result)
       40    0.000    0.000    0.000    0.000 core.py:96(augment_usage_errors)
       17    0.000    0.000    0.000    0.000 core.py:2998(consume_value)
       19    0.000    0.000    0.000    0.000 core.py:2268(consume_value)
       16    0.000    0.000    0.000    0.000 core.py:2982(value_from_envvar)
       16    0.000    0.000    0.000    0.000 core.py:2961(resolve_envvar_value)
       16    0.000    0.000    0.000    0.000 core.py:2359(resolve_envvar_value)
       32    0.000    0.000    0.000    0.000 core.py:678(lookup_default)
       16    0.000    0.000    0.000    0.000 core.py:2912(get_default)
       16    0.000    0.000    0.000    0.000 core.py:2232(get_default)
       19    0.000    0.000    0.000    0.000 core.py:815(set_parameter_source)
       19    0.000    0.000    0.000    0.000 core.py:2348(process_value)
       19    0.000    0.000    0.000    0.000 core.py:2288(type_cast_value)
       13    0.000    0.000    0.000    0.000 core.py:2308(convert)
       13    0.000    0.000    0.000    0.000 types.py:83(__call__)
       10    0.000    0.000    0.000    0.000 types.py:664(convert)
        1    0.000    0.000    0.000    0.000 decorators.py:484(callback)
       21    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        1    0.000    0.000    0.000    0.000 decorators.py:536(show_help)
        1    0.000    0.000    0.000    0.000 types.py:210(convert)
        1    0.000    0.000    0.000    0.000 core.py:2313(convert)
        1    0.000    0.000    0.000    0.000 core.py:2295(check_iter)
        1    0.000    0.000    0.000    0.000 core.py:1974(_check_iter)
        1    0.000    0.000    0.000    0.000 core.py:2314(<genexpr>)
        1    0.000    0.000    0.000    0.000 cli.py:34(validate_extra_context)
        1    0.000    0.000    0.000    0.000 cli.py:45(<genexpr>)
        1    0.000    0.000    0.000    0.000 types.py:924(convert)
        1    0.000    0.000    0.000    0.000 :0(access)
        1    0.000    0.000    0.000    0.000 types.py:911(coerce_path_result)
        1    0.000    0.000    0.000    0.000 types.py:336(convert)
        4    0.000    0.000    0.000    0.000 types.py:288(normalize_choice)
        1    0.000    0.000    0.000    0.000 types.py:270(_normalized_mapping)
        1    0.000    0.000    0.000    0.000 types.py:348(<genexpr>)
        3    0.000    0.000    0.000    0.000 core.py:480(__exit__)
        3    0.000    0.000    0.000    0.000 globals.py:49(pop_context)
        1    0.000    0.000    0.000    0.000 log.py:20(configure_logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1493(setLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1447(_clear_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:982(setLevel)
        1    0.000    0.000    0.000    0.000 main.py:26(cookiecutter)
        1    0.000    0.000    0.000    0.000 config.py:85(get_user_config)
        1    0.000    0.000    0.000    0.000 __init__.py:1500(debug)
        1    0.000    0.000    0.000    0.000 __init__.py:1772(isEnabledFor)
        2    0.000    0.000    0.000    0.000 __init__.py:1826(_is_disabled)
        1    0.000    0.000    0.000    0.000 __init__.py:1354(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:1758(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1643(_log)
        1    0.000    0.000    0.000    0.000 __init__.py:1594(findCaller)
        1    0.000    0.000    0.000    0.000 __init__.py:167(<lambda>)
        1    0.000    0.000    0.000    0.000 :0(_getframe)
        3    0.000    0.000    0.000    0.000 __init__.py:197(_is_internal_frame)
        1    0.000    0.000    0.000    0.000 __init__.py:1628(makeRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:298(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:129(getLevelName)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:254(basename)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:243(splitext)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:157(_splitext)
        1    0.000    0.000    0.000    0.000 threading.py:1429(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:1096(name)
        1    0.000    0.000    0.000    0.000 :0(getpid)
        1    0.000    0.000    0.000    0.000 __init__.py:1669(handle)
        1    0.000    0.000    0.000    0.000 __init__.py:840(filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1728(callHandlers)
        1    0.000    0.000    0.000    0.000 copy.py:62(copy)
        1    0.000    0.000    0.000    0.000 repository.py:64(determine_repo_dir)
        1    0.000    0.000    0.000    0.000 repository.py:32(expand_abbreviations)
        1    0.000    0.000    0.000    0.000 repository.py:27(is_zip_file)
        1    0.000    0.000    0.000    0.000 repository.py:22(is_repo_url)
        2    0.000    0.000    0.000    0.000 repository.py:50(repository_has_cookiecutter_json)
        2    0.000    0.000    0.000    0.000 :0(_path_isdir)
        2    0.000    0.000    0.000    0.000 :0(_path_isfile)
        1    0.000    0.000    0.000    0.000 _compat.py:608(<lambda>)
        1    0.000    0.000    0.000    0.000 weakref.py:451(get)
        1    0.000    0.000    0.000    0.000 _winconsole.py:276(_get_windows_console_stream)
        1    0.000    0.000    0.000    0.000 _winconsole.py:263(_is_console)
        1    0.000    0.000    0.000    0.000 :0(get_osfhandle)
